,name,scores,latitude,longitude,url
30,Le Castélas,"8,2",48.6463114,7.3951882,https://www.booking.com/hotel/fr/le-castelas-aigueze.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=699372603_330384037_2_0_0&highlighted_blocks=699372603_330384037_2_0_0&matching_block_id=699372603_330384037_2_0_0&sr_pri_blocks=699372603_330384037_2_0_0__26800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
31,ibis budget Langres,"7,8",48.6463114,7.3951882,https://www.booking.com/hotel/fr/ibis-budget-langres.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=432406802_129931098_2_2_0&highlighted_blocks=432406802_129931098_2_2_0&matching_block_id=432406802_129931098_2_2_0&sr_pri_blocks=432406802_129931098_2_2_0__26775&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
32,Appart'Hôtel Prestige Odalys L'Eclose,"8,5",48.6463114,7.3951882,https://www.booking.com/hotel/fr/appart-prestige-odalys-l-eclose.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=890936801_359338944_0_2_0&highlighted_blocks=890936801_359338944_0_2_0&matching_block_id=890936801_359338944_0_2_0&sr_pri_blocks=890936801_359338944_0_2_0__100500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
33,Résidence Club mmv Le Cœur des Loges ****,"7,6",48.6463114,7.3951882,https://www.booking.com/hotel/fr/le-coeur-des-loges.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=179295001_361711985_0_0_0&highlighted_blocks=179295001_361711985_0_0_0&matching_block_id=179295001_361711985_0_0_0&sr_pri_blocks=179295001_361711985_0_0_0__50544&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
34,Hôtel Nice Azur Riviera,"8,5",48.6463114,7.3951882,https://www.booking.com/hotel/fr/nice-azur-riviera.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__58225&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
35,Elysées Ceramic,"8,3",48.6463114,7.3951882,https://www.booking.com/hotel/fr/hotelelyseesceramic.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=5099702_103730655_0_2_0&highlighted_blocks=5099702_103730655_0_2_0&matching_block_id=5099702_103730655_0_2_0&sr_pri_blocks=5099702_103730655_0_2_0__107456&from=searchresults#hotelTmpl
36,Mercure Paris Centre Tour Eiffel,"7,4",48.6463114,7.3951882,https://www.booking.com/hotel/fr/mercure-paris-suffren-tour-eiffel.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=5368914_94272759_2_34_0&highlighted_blocks=5368914_94272759_2_34_0&matching_block_id=5368914_94272759_2_34_0&sr_pri_blocks=5368914_94272759_2_34_0__110355&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
37,Le Grey Hotel,"8,6",48.6463114,7.3951882,https://www.booking.com/hotel/fr/grey.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=41283202_94459884_0_42_0&highlighted_blocks=41283202_94459884_0_42_0&matching_block_id=41283202_94459884_0_42_0&sr_pri_blocks=41283202_94459884_0_42_0__116104&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
38,Résidence Columba - Apparts meublés Agen Sud,"8,1",48.6463114,7.3951882,https://www.booking.com/hotel/fr/residence-columba.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=29579001_352948123_0_0_0&highlighted_blocks=29579001_352948123_0_0_0&matching_block_id=29579001_352948123_0_0_0&sr_pri_blocks=29579001_352948123_0_0_0__34650&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
39,Hôtel PALMITO,"8,7",48.6463114,7.3951882,https://www.booking.com/hotel/fr/palym-biarritz.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=34718708_88559442_2_2_0&highlighted_blocks=34718708_88559442_2_2_0&matching_block_id=34718708_88559442_2_2_0&sr_pri_blocks=34718708_88559442_2_2_0__39744&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
40,Hôtel Des Arts-Bastille,"8,0",48.6463114,7.3951882,https://www.booking.com/hotel/fr/hotel-des-arts-bastille.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=89489_88922130_0_2_0&highlighted_blocks=89489_88922130_0_2_0&matching_block_id=89489_88922130_0_2_0&sr_pri_blocks=89489_88922130_0_2_0__72105&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
41,"HOTEL Domaine des Etangs, Auberge Resorts Collection","9,5",48.6463114,7.3951882,https://www.booking.com/hotel/fr/domaine-des-etangs-massignac.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=524526701_379153110_2_42_0&highlighted_blocks=524526701_379153110_2_42_0&matching_block_id=524526701_379153110_2_42_0&sr_pri_blocks=524526701_379153110_2_42_0__131726&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
42,Les Elmes - Hôtel & Spa,"8,7",48.6463114,7.3951882,https://www.booking.com/hotel/fr/logis-de-france-les-elmes.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=5776606_88919199_0_42_0&highlighted_blocks=5776606_88919199_0_42_0&matching_block_id=5776606_88919199_0_42_0&sr_pri_blocks=5776606_88919199_0_42_0__65205&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
43,Ace Hotel Bordeaux Cestas,"8,3",48.6463114,7.3951882,https://www.booking.com/hotel/fr/ace-bordeaux-cestas.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=251504901_363293335_0_2_0&highlighted_blocks=251504901_363293335_0_2_0&matching_block_id=251504901_363293335_0_2_0&sr_pri_blocks=251504901_363293335_0_2_0__43845&from=searchresults#hotelTmpl
44,Résidence Club MMV L'Altaviva,"8,3",48.6463114,7.3951882,https://www.booking.com/hotel/fr/residence-club-mmv-l-39-altaviva.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=312381902_359199323_0_2_0&highlighted_blocks=312381902_359199323_0_2_0&matching_block_id=312381902_359199323_0_2_0&sr_pri_blocks=312381902_359199323_0_2_0__63180&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
45,Mas des Gourmands,"9,5",48.6463114,7.3951882,https://www.booking.com/hotel/fr/mas-des-gourmands.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=958958403_370953040_2_41_0&highlighted_blocks=958958403_370953040_2_41_0&matching_block_id=958958403_370953040_2_41_0&sr_pri_blocks=958958403_370953040_2_41_0__51750&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
46,Hotel de L'Esperance,"8,5",48.6463114,7.3951882,https://www.booking.com/hotel/fr/de-l-39-esperance.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=260922805_104860512_0_2_0&highlighted_blocks=260922805_104860512_0_2_0&matching_block_id=260922805_104860512_0_2_0&sr_pri_blocks=260922805_104860512_0_2_0__99912&from=searchresults#hotelTmpl
47,Hôtel Thérèse,"8,4",48.6463114,7.3951882,https://www.booking.com/hotel/fr/hoteltherese.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=21213830_368373015_2_2_0&highlighted_blocks=21213830_368373015_2_2_0&matching_block_id=21213830_368373015_2_2_0&sr_pri_blocks=21213830_368373015_2_2_0__185150&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
48,Hippotel,"8,0",48.6463114,7.3951882,https://www.booking.com/hotel/fr/hotelresidencehippotel.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=39084_88554531_0_2_0&highlighted_blocks=39084_88554531_0_2_0&matching_block_id=39084_88554531_0_2_0&sr_pri_blocks=39084_88554531_0_2_0__36000&from=searchresults#hotelTmpl
49,Hotel 64 Nice,"8,5",48.6463114,7.3951882,https://www.booking.com/hotel/fr/national.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&nflt=ht_id%3D204&srpvid=11999afc33ee088a&srepoch=1700690555&all_sr_blocks=5038813_367855594_0_2_0&highlighted_blocks=5038813_367855594_0_2_0&matching_block_id=5038813_367855594_0_2_0&sr_pri_blocks=5038813_367855594_0_2_0__25576&from=searchresults#hotelTmpl
50,Pullman Paris Tour Eiffel,"8,3",48.6463114,7.3951882,https://www.booking.com/hotel/fr/tour-eiffel.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&nflt=ht_id%3D204&srpvid=7d159b066d7502bc&srepoch=1700690575&all_sr_blocks=2673025_95150518_2_34_0&highlighted_blocks=2673025_95150518_2_34_0&matching_block_id=2673025_95150518_2_34_0&sr_pri_blocks=2673025_95150518_2_34_0__143550&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
51,Ace Hotel Bordeaux Cestas,"8,3",48.6463114,7.3951882,https://www.booking.com/hotel/fr/ace-bordeaux-cestas.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&nflt=ht_id%3D204&srpvid=7d159b066d7502bc&srepoch=1700690575&all_sr_blocks=251504901_363293335_0_2_0&highlighted_blocks=251504901_363293335_0_2_0&matching_block_id=251504901_363293335_0_2_0&sr_pri_blocks=251504901_363293335_0_2_0__43845&from=searchresults#hotelTmpl
52,Résidence Club MMV L'Altaviva,"8,3",48.6463114,7.3951882,https://www.booking.com/hotel/fr/residence-club-mmv-l-39-altaviva.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=53&sr_order=popularity&nflt=ht_id%3D204&srpvid=7d159b066d7502bc&srepoch=1700690575&all_sr_blocks=312381902_359199323_0_2_0&highlighted_blocks=312381902_359199323_0_2_0&matching_block_id=312381902_359199323_0_2_0&sr_pri_blocks=312381902_359199323_0_2_0__63180&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
53,Mas des Gourmands,"9,5",48.6463114,7.3951882,https://www.booking.com/hotel/fr/mas-des-gourmands.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=54&sr_order=popularity&nflt=ht_id%3D204&srpvid=7d159b066d7502bc&srepoch=1700690575&all_sr_blocks=958958403_370953040_2_41_0&highlighted_blocks=958958403_370953040_2_41_0&matching_block_id=958958403_370953040_2_41_0&sr_pri_blocks=958958403_370953040_2_41_0__56250&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
54,Citadines Saint-Germain-des-Prés Paris,"8,0",48.6463114,7.3951882,https://www.booking.com/hotel/fr/citadines-aparthotel-saint-germain-des-pres.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=55&sr_order=popularity&nflt=ht_id%3D204&srpvid=7d159b066d7502bc&srepoch=1700690575&all_sr_blocks=66848_204494138_2_2_0&highlighted_blocks=66848_204494138_2_2_0&matching_block_id=66848_204494138_2_2_0&sr_pri_blocks=66848_204494138_2_2_0__105100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
55,Hotel de L'Esperance,"8,5",48.6463114,7.3951882,https://www.booking.com/hotel/fr/de-l-39-esperance.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=56&sr_order=popularity&nflt=ht_id%3D204&srpvid=7d159b066d7502bc&srepoch=1700690575&all_sr_blocks=260922805_104860512_0_2_0&highlighted_blocks=260922805_104860512_0_2_0&matching_block_id=260922805_104860512_0_2_0&sr_pri_blocks=260922805_104860512_0_2_0__108600&from=searchresults#hotelTmpl
56,Hôtel Thérèse,"8,4",48.6463114,7.3951882,https://www.booking.com/hotel/fr/hoteltherese.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&nflt=ht_id%3D204&srpvid=7d159b066d7502bc&srepoch=1700690575&all_sr_blocks=21213830_368373015_2_2_0&highlighted_blocks=21213830_368373015_2_2_0&matching_block_id=21213830_368373015_2_2_0&sr_pri_blocks=21213830_368373015_2_2_0__201250&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
57,Hippotel,"8,0",48.6463114,7.3951882,https://www.booking.com/hotel/fr/hotelresidencehippotel.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=58&sr_order=popularity&nflt=ht_id%3D204&srpvid=7d159b066d7502bc&srepoch=1700690575&all_sr_blocks=39084_88554531_0_2_0&highlighted_blocks=39084_88554531_0_2_0&matching_block_id=39084_88554531_0_2_0&sr_pri_blocks=39084_88554531_0_2_0__36000&from=searchresults#hotelTmpl
58,Hotel 64 Nice,"8,5",48.6463114,7.3951882,https://www.booking.com/hotel/fr/national.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=59&sr_order=popularity&nflt=ht_id%3D204&srpvid=7d159b066d7502bc&srepoch=1700690575&all_sr_blocks=5038813_367855594_0_2_0&highlighted_blocks=5038813_367855594_0_2_0&matching_block_id=5038813_367855594_0_2_0&sr_pri_blocks=5038813_367855594_0_2_0__27800&from=searchresults#hotelTmpl
59,Residence Share Inn,"8,7",48.6463114,7.3951882,https://www.booking.com/hotel/fr/regence.fr.html?label=fr-fr-booking-desktop-DCpBIW3k2*WIo8XuzMdB9AS652796013276%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056191%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2023-12-11&checkout=2023-12-16&dest_id=73&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=60&sr_order=popularity&nflt=ht_id%3D204&srpvid=7d159b066d7502bc&srepoch=1700690575&all_sr_blocks=203056006_363490458_0_0_0&highlighted_blocks=203056006_363490458_0_0_0&matching_block_id=203056006_363490458_0_0_0&sr_pri_blocks=203056006_363490458_0_0_0__34000&from=searchresults#hotelTmpl
